"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GMNN",4.00732474985942e-204,0.290699088434429,0.732,0.596,8.01464949971884e-201,"16","GMNN"
"FEN1",2.72840861570197e-202,0.326685103878146,0.681,0.486,5.45681723140395e-199,"16","FEN1"
"SERPINB15",1.49821071527656e-194,0.344965337897091,0.964,0.782,2.99642143055311e-191,"16","SERPINB1"
"ISG204",7.97262328836916e-192,0.263760338959097,0.988,0.882,1.59452465767383e-188,"16","ISG20"
"MARCKSL14",4.3718015519657e-191,0.275217084544119,0.902,0.711,8.74360310393141e-188,"16","MARCKSL1"
"ID15",1.05237116675072e-190,0.318877014897282,0.883,0.757,2.10474233350144e-187,"16","ID1"
"BRCA2",2.39025472881608e-188,0.314006401110825,0.687,0.528,4.78050945763217e-185,"16","BRCA2"
"IGHM",0,3.80812429483471,0.933,0.632,0,"17","IGHM"
"IGKC",0,3.79214728387161,0.99,0.842,0,"17","IGKC"
"CD79A",0,2.70923689890645,0.927,0.56,0,"17","CD79A"
"JCHAIN",0,2.47846218049243,0.979,0.724,0,"17","JCHAIN"
"MS4A1",0,2.40811601580464,0.914,0.571,0,"17","MS4A1"
"MZB1",0,2.26387360520149,0.971,0.694,0,"17","MZB1"
"FCRL5",0,1.78827887516092,0.958,0.794,0,"17","FCRL5"
"IGHA1",0,1.70831254163483,0.782,0.618,0,"17","IGHA1"
"HLA-DMA3",0,1.56651755495035,0.919,0.759,0,"17","HLA-DMA"
"IGHV3-7",0,1.46452171833607,0.962,0.528,0,"17","IGHV3-7"
"CD743",0,1.35527058952337,0.998,0.896,0,"17","CD74"
"CD834",0,1.3397232657335,0.862,0.718,0,"17","CD83"
"POU2AF1",0,1.20798818361911,0.845,0.681,0,"17","POU2AF1"
"IGLC1",0,1.19658872360747,0.871,0.577,0,"17","IGLC1"
"CD382",0,1.19250581307242,0.969,0.703,0,"17","CD38"
"HLA-DQA12",0,1.18788510092008,0.899,0.677,0,"17","HLA-DQA1"
"TCF42",0,1.16510332441039,0.855,0.728,0,"17","TCF4"
"ODC11",0,1.16423538475344,0.873,0.615,0,"17","ODC1"
"HLA-DRB53",0,1.13241246550886,0.895,0.643,0,"17","HLA-DRB5"
"CD274",0,1.10855769948781,0.942,0.584,0,"17","CD27"
"TXNDC52",0,1.063779758129,0.951,0.536,0,"17","TXNDC5"
"HLA-DRB13",0,1.05928418283972,0.972,0.892,0,"17","HLA-DRB1"
"HLA-DQB12",0,1.0318382058841,0.887,0.69,0,"17","HLA-DQB1"
"FAM30A",0,1.00459634190168,0.744,0.716,0,"17","FAM30A"
"HLA-DQA23",0,0.968397666385091,0.919,0.851,0,"17","HLA-DQA2"
"DERL3",0,0.96342260360636,0.972,0.602,0,"17","DERL3"
"CD526",0,0.945756684612392,0.882,0.676,0,"17","CD52"
"IGKV3-15",0,0.942329604691035,0.97,0.704,0,"17","IGKV3-15"
"FKBP111",0,0.929102307398011,0.964,0.664,0,"17","FKBP11"
"IGHG4",0,0.891888495632018,0.938,0.726,0,"17","IGHG4"
"RGS131",0,0.87463854781789,0.94,0.575,0,"17","RGS13"
"LINC01480",0,0.868957458170623,0.959,0.66,0,"17","LINC01480"
"IGHG3",0,0.83873167214723,0.956,0.797,0,"17","IGHG3"
"HLA-DPA13",0,0.794308059814536,0.967,0.857,0,"17","HLA-DPA1"
"HLA-DRA3",0,0.774668325397459,0.992,0.89,0,"17","HLA-DRA"
"IGKV4-11",0,0.633453918379198,0.928,0.657,0,"17","IGKV4-1"
"HOPX3",0,0.583271951293587,0.857,0.571,0,"17","HOPX"
"CKS21",0,0.562000174869248,0.924,0.723,0,"17","CKS2"
"TNFRSF17",0,0.53193646734392,0.938,0.611,0,"17","TNFRSF17"
"HLA-DPB13",0,0.517290153741395,0.953,0.817,0,"17","HLA-DPB1"
"WARS2",0,0.509929106940983,0.951,0.581,0,"17","WARS"
"LMO22",0,0.493044040662618,0.892,0.695,0,"17","LMO2"
"SCPEP14",0,0.465564156363219,0.904,0.678,0,"17","SCPEP1"
"RASSF66",0,0.429374980558063,0.95,0.682,0,"17","RASSF6"
"IGHV1-69D",0,0.401067777133243,0.933,0.84,0,"17","IGHV1-69D"
"SLC2A51",0,0.399816002105531,0.917,0.618,0,"17","SLC2A5"
"CD863",0,0.375646611721929,0.907,0.783,0,"17","CD86"
"BHLHE412",0,0.373239186234506,0.879,0.719,0,"17","BHLHE41"
"PRDM15",0,0.35686066711675,0.977,0.787,0,"17","PRDM1"
"LY963",0,0.330933018225494,0.898,0.665,0,"17","LY96"
"RGS161",0,0.321533857823563,0.857,0.683,0,"17","RGS16"
"HLA-DQB21",0,0.302541581265425,0.869,0.757,0,"17","HLA-DQB2"
"COL4A4",0,0.291555321356085,0.785,0.562,0,"17","COL4A4"
"DNAAF1",0,0.284584853965877,0.969,0.722,0,"17","DNAAF1"
"IGLV3-1",0,0.25998834721262,0.913,0.76,0,"17","IGLV3-1"
"LAPTM53",1.6926721742932e-304,0.865422881010461,0.895,0.782,3.3853443485864e-301,"17","LAPTM5"
"PKHD1L1",1.2412921044815e-293,0.320297651619444,0.716,0.464,2.48258420896299e-290,"17","PKHD1L1"
"EGR32",3.58247376222599e-287,0.546131164790008,0.847,0.618,7.16494752445199e-284,"17","EGR3"
"RGS17",4.44507057746526e-282,0.841291160565151,0.938,0.853,8.89014115493053e-279,"17","RGS1"
"PMAIP14",4.63072204336983e-276,1.02118220744277,0.928,0.802,9.26144408673967e-273,"17","PMAIP1"
"MEF2C3",1.04618096540031e-273,1.17356761283442,0.767,0.765,2.09236193080062e-270,"17","MEF2C"
"HLA-DMB3",4.83426975950732e-259,1.0584460199156,0.796,0.717,9.66853951901464e-256,"17","HLA-DMB"
"BIRC36",3.17718425157564e-245,1.17189210417129,0.901,0.859,6.35436850315129e-242,"17","BIRC3"
"LTB3",1.24971049070303e-243,0.901306467650856,0.792,0.634,2.49942098140605e-240,"17","LTB"
"IGHA2",1.39623255955334e-232,0.909438964209088,0.696,0.566,2.79246511910667e-229,"17","IGHA2"
"LINC018571",2.71939855142151e-210,0.731198110866921,0.695,0.639,5.43879710284301e-207,"17","LINC01857"
"FCRL2",3.35565335452679e-206,0.722711337008493,0.683,0.527,6.71130670905357e-203,"17","FCRL2"
"PLD41",2.37631389757133e-197,0.25177480149556,0.691,0.584,4.75262779514265e-194,"17","PLD4"
"SCIMP2",2.72483025929616e-191,0.913614645019395,0.7,0.659,5.44966051859233e-188,"17","SCIMP"
"RGS26",7.95199949262725e-181,0.859147513141572,0.915,0.847,1.59039989852545e-177,"17","RGS2"
"HSPA1B6",1.63173913405509e-174,0.414055063686967,0.989,0.949,3.26347826811018e-171,"17","HSPA1B"
"CXorf212",1.88599566463161e-162,0.271946892545317,0.705,0.6,3.77199132926321e-159,"17","CXorf21"
"IGHD",3.78291346629909e-151,1.18414592706221,0.653,0.502,7.56582693259818e-148,"17","IGHD"
"AC007952.42",8.56909216910133e-151,0.366368203489979,0.731,0.479,1.71381843382027e-147,"17","AC007952.4"
"VPREB3",2.14899744799663e-150,1.3681091588924,0.658,0.605,4.29799489599325e-147,"17","VPREB3"
"SIGLEC102",2.26334254274562e-137,0.319288885764313,0.682,0.686,4.52668508549124e-134,"17","SIGLEC10"
"PLEK5",6.21376122008426e-133,0.387326286765968,0.802,0.763,1.24275224401685e-129,"17","PLEK"
"TNF3",1.28070267357327e-121,0.326035763922351,0.792,0.755,2.56140534714654e-118,"17","TNF"
"BASP14",2.45754888612932e-118,0.666434202164216,0.751,0.769,4.91509777225863e-115,"17","BASP1"
"PLCG22",6.73380811012094e-116,0.732344307055617,0.827,0.729,1.34676162202419e-112,"17","PLCG2"
"SPIB",6.56656775606608e-108,0.954703606706449,0.641,0.691,1.31331355121322e-104,"17","SPIB"
"LY863",2.74800216714224e-96,0.761066777445472,0.657,0.66,5.49600433428449e-93,"17","LY86"
"BCL2A13",9.58439785319441e-87,0.566051350879105,0.728,0.775,1.91687957063888e-83,"17","BCL2A1"
"CCR72",9.59209694392651e-84,0.377094071596188,0.384,0.584,1.9184193887853e-80,"17","CCR7"
"CD695",2.0892705960769e-79,0.258256654737948,0.802,0.785,4.1785411921538e-76,"17","CD69"
"DUSP51",6.21264792392027e-75,0.341353001871044,0.835,0.733,1.24252958478405e-71,"17","DUSP5"
"PHACTR13",1.44235815939579e-50,0.907669311906673,0.645,0.775,2.88471631879159e-47,"17","PHACTR1"
"FCER2",3.01725032153818e-48,0.519918748001818,0.395,0.478,6.03450064307636e-45,"17","FCER2"
"IGKV3-20",8.45691766542702e-48,0.956783893892659,0.596,0.639,1.6913835330854e-44,"17","IGKV3-20"
"ISG205",8.07458508952237e-33,0.412256412387322,0.887,0.883,1.61491701790447e-29,"17","ISG20"
"CALHM63",3.55934353481355e-32,0.458803899889476,0.645,0.71,7.1186870696271e-29,"17","CALHM6"
"NR4A14",3.22891663219487e-29,0.452002888537025,0.733,0.805,6.45783326438973e-26,"17","NR4A1"
"MYC1",1.91273338509411e-28,0.308908673596405,0.642,0.536,3.82546677018822e-25,"17","MYC"
"GAPT1",4.81441828150978e-21,0.631054429333285,0.559,0.685,9.62883656301956e-18,"17","GAPT"
"AFF3",4.96693312802194e-18,0.890301672162018,0.551,0.612,9.93386625604388e-15,"17","AFF3"
"FCGR2B2",1.43439984199201e-16,0.318571066071899,0.587,0.659,2.86879968398401e-13,"17","FCGR2B"
"CIITA1",1.13060177028546e-12,0.671394385595244,0.562,0.591,2.26120354057093e-09,"17","CIITA"
"RNASE63",2.42311862342529e-11,0.297968609583649,0.526,0.743,4.84623724685058e-08,"17","RNASE6"
"SELL5",1.22354162393898e-08,0.415998670980186,0.519,0.768,2.44708324787796e-05,"17","SELL"
"IRF43",1.00511088178184e-07,0.392949423976922,0.54,0.752,0.000201022176356368,"17","IRF4"
"GPR1835",4.37035108186791e-07,0.421562367239391,0.632,0.736,0.000874070216373583,"17","GPR183"
"BCL11A",1.37132629015421e-06,0.585076618781449,0.535,0.668,0.00274265258030842,"17","BCL11A"
"TCL1A",3.1458715320252e-05,0.693796988606261,0.516,0.547,0.062917430640504,"17","TCL1A"
"CR12",0.000238563793422468,0.285332141546913,0.485,0.644,0.477127586844937,"17","CR1"
"LILRB12",0.000300557745434087,0.328019163543575,0.524,0.578,0.601115490868173,"17","LILRB1"
"PALM2-AKAP22",0.000365124634290655,0.40721142486135,0.624,0.758,0.73024926858131,"17","PALM2-AKAP2"
"STMN12",0,2.79204753982628,0.949,0.65,0,"18","STMN1"
"HMGB23",0,2.75527078656508,0.984,0.903,0,"18","HMGB2"
"MKI672",0,2.71964895877899,0.924,0.715,0,"18","MKI67"
"HIST1H4C1",0,2.51860611888384,0.85,0.556,0,"18","HIST1H4C"
"CENPF1",0,2.51098798641505,0.929,0.702,0,"18","CENPF"
"TOP2A1",0,2.33384668137532,0.93,0.684,0,"18","TOP2A"
"TUBB4",0,2.05469645309007,0.932,0.757,0,"18","TUBB"
"ASPM1",0,2.01112836430083,0.899,0.707,0,"18","ASPM"
"H2AFZ3",0,1.93064510243134,0.935,0.813,0,"18","H2AFZ"
"PCLAF2",0,1.91009467571954,0.866,0.706,0,"18","PCLAF"
"PTTG12",0,1.90557881207272,0.901,0.685,0,"18","PTTG1"
"NUSAP12",0,1.8908266991382,0.869,0.681,0,"18","NUSAP1"
"HIST1H1D4",0,1.81865772997446,0.87,0.739,0,"18","HIST1H1D"
"TPX22",0,1.76827987403317,0.899,0.678,0,"18","TPX2"
"TUBA1B3",0,1.74826497606766,0.899,0.783,0,"18","TUBA1B"
"RRM22",0,1.63908749824188,0.814,0.56,0,"18","RRM2"
"SMC42",0,1.5025227415171,0.856,0.755,0,"18","SMC4"
"HIST1H1E2",0,1.48974611439735,0.839,0.628,0,"18","HIST1H1E"
"HIST1H1B1",0,1.47683675410912,0.799,0.577,0,"18","HIST1H1B"
"UBE2S3",0,1.44284912694623,0.9,0.719,0,"18","UBE2S"
"CCL53",0,1.41322597675589,0.903,0.823,0,"18","CCL5"
"UBE2C2",0,1.39563456418341,0.874,0.656,0,"18","UBE2C"
"SMC22",0,1.37131123275305,0.792,0.614,0,"18","SMC2"
"LMNB12",0,1.35918344470011,0.799,0.566,0,"18","LMNB1"
"CENPE1",0,1.2846395091557,0.841,0.697,0,"18","CENPE"
"CD3D4",0,1.26191729467149,0.856,0.717,0,"18","CD3D"
"CCNA21",0,1.2574805977926,0.844,0.677,0,"18","CCNA2"
"DLGAP51",0,1.21591297596966,0.817,0.703,0,"18","DLGAP5"
"BIRC51",0,1.17249236296463,0.863,0.626,0,"18","BIRC5"
"IFNG3",0,1.12101552800325,0.869,0.856,0,"18","IFNG"
"PRC12",0,1.11298887690809,0.85,0.726,0,"18","PRC1"
"CDK12",0,1.08021405076614,0.798,0.634,0,"18","CDK1"
"HMMR1",0,1.05171013337899,0.829,0.637,0,"18","HMMR"
"CEP553",0,1.00670877390828,0.839,0.755,0,"18","CEP55"
"KIF231",0,0.993935570239693,0.821,0.576,0,"18","KIF23"
"BUB11",0,0.914976762938381,0.823,0.66,0,"18","BUB1"
"LINC024462",0,0.890218516949321,0.902,0.837,0,"18","LINC02446"
"AURKB1",0,0.878811453385235,0.828,0.61,0,"18","AURKB"
"KIF2C1",0,0.838257932788842,0.794,0.644,0,"18","KIF2C"
"KIF141",0,0.831208971703333,0.806,0.622,0,"18","KIF14"
"ARHGAP11A1",0,0.828231497285505,0.851,0.64,0,"18","ARHGAP11A"
"CD696",0,0.812620199309785,0.93,0.783,0,"18","CD69"
"ASF1B2",0,0.764886729184504,0.772,0.607,0,"18","ASF1B"
"AURKA1",0,0.752597844220734,0.781,0.555,0,"18","AURKA"
"HJURP1",0,0.752112359153818,0.799,0.612,0,"18","HJURP"
"KIF4A1",0,0.721098855119384,0.831,0.602,0,"18","KIF4A"
"DIAPH32",0,0.69929176611814,0.822,0.667,0,"18","DIAPH3"
"DTL1",0,0.690085774649673,0.759,0.572,0,"18","DTL"
"POLQ",0,0.647600527253678,0.816,0.607,0,"18","POLQ"
"TNF4",0,0.645992500219577,0.869,0.754,0,"18","TNF"
"CDCA31",0,0.604639960742917,0.781,0.521,0,"18","CDCA3"
"DEPDC11",0,0.460670274485198,0.765,0.602,0,"18","DEPDC1"
"KIF18A1",0,0.451087417644047,0.763,0.583,0,"18","KIF18A"
"ZNF6832",0,0.437265186709499,0.859,0.803,0,"18","ZNF683"
"KIF20A1",0,0.278198656349805,0.82,0.596,0,"18","KIF20A"
"IRF44",1.67118536932426e-307,0.687646091097639,0.813,0.748,3.34237073864852e-304,"18","IRF4"
"KIF15",4.01446984093314e-306,0.863218569367487,0.757,0.656,8.02893968186629e-303,"18","KIF15"
"CDCA52",1.27264590786156e-304,0.735988160974307,0.767,0.65,2.54529181572312e-301,"18","CDCA5"
"CD26",2.97661143622357e-302,1.17117102305053,0.824,0.691,5.95322287244714e-299,"18","CD2"
"CDCA21",2.16938219317726e-301,0.74538092513427,0.779,0.7,4.33876438635451e-298,"18","CDCA2"
"HIST1H3B",1.00191657491877e-291,0.853417849691911,0.721,0.512,2.00383314983755e-288,"18","HIST1H3B"
"SPC24",9.62788696867582e-285,0.451524929942308,0.73,0.518,1.92557739373516e-281,"18","SPC24"
"CDCA81",2.85158862269374e-280,0.997455583527337,0.744,0.567,5.70317724538748e-277,"18","CDCA8"
"HIST1H3G",4.55193990778715e-275,0.560744651693302,0.717,0.571,9.1038798155743e-272,"18","HIST1H3G"
"RACGAP11",6.41857948467268e-274,0.651392898637479,0.761,0.601,1.28371589693454e-270,"18","RACGAP1"
"GNLY2",6.93663439861855e-272,1.19272083341554,0.83,0.793,1.38732687972371e-268,"18","GNLY"
"GZMA3",4.57370715750214e-270,1.451176629385,0.793,0.705,9.14741431500428e-267,"18","GZMA"
"ATAD22",9.01774754290525e-269,1.35658020347137,0.769,0.658,1.80354950858105e-265,"18","ATAD2"
"DUT3",4.02227750072455e-267,1.43504172123017,0.811,0.694,8.0445550014491e-264,"18","DUT"
"MT2A2",7.5338887388449e-261,0.803933382288575,0.93,0.85,1.50677774776898e-257,"18","MT2A"
"KIF20B2",4.20242779319053e-260,1.20712308591925,0.803,0.692,8.40485558638107e-257,"18","KIF20B"
"TYMS2",3.2334329964049e-247,1.14430786702612,0.725,0.586,6.46686599280981e-244,"18","TYMS"
"GZMH2",2.69233646796022e-245,0.841563902582223,0.775,0.755,5.38467293592043e-242,"18","GZMH"
"RGS18",3.75210590775192e-243,0.783465998787299,0.89,0.853,7.50421181550384e-240,"18","RGS1"
"NKG72",1.73054806004318e-242,1.20936798428659,0.811,0.772,3.46109612008636e-239,"18","NKG7"
"CLSPN1",5.25527551696002e-241,1.11384247354138,0.721,0.629,1.051055103392e-237,"18","CLSPN"
"MCM101",1.58955781348377e-238,0.554531406188426,0.709,0.537,3.17911562696753e-235,"18","MCM10"
"PMAIP15",4.52249217691554e-238,1.00240423815693,0.92,0.803,9.04498435383108e-235,"18","PMAIP1"
"CDC201",1.34041597230417e-234,0.686637975523268,0.726,0.51,2.68083194460833e-231,"18","CDC20"
"CKAP21",1.14031614994492e-233,0.965915904068223,0.785,0.624,2.28063229988984e-230,"18","CKAP2"
"KPNA21",1.73647587177247e-227,1.02370123252569,0.763,0.551,3.47295174354495e-224,"18","KPNA2"
"GTSE11",1.61439641073398e-220,0.972706773045745,0.706,0.522,3.22879282146796e-217,"18","GTSE1"
"CDCA71",2.8266388282721e-219,0.678998187943555,0.742,0.555,5.65327765654419e-216,"18","CDCA7"
"TTK1",2.24327086321581e-216,0.543903519744499,0.704,0.534,4.48654172643161e-213,"18","TTK"
"MAD2L12",2.45473446977976e-216,1.05184998061251,0.729,0.605,4.90946893955951e-213,"18","MAD2L1"
"CD527",1.33166668023318e-215,0.973511575816995,0.792,0.677,2.66333336046636e-212,"18","CD52"
"TRBC25",1.99296384666002e-215,1.05819160834393,0.785,0.623,3.98592769332005e-212,"18","TRBC2"
"HELLS2",1.16706376654552e-214,1.24322820396286,0.731,0.613,2.33412753309104e-211,"18","HELLS"
"NDC801",5.92669106324058e-214,0.870269644432397,0.726,0.65,1.18533821264812e-210,"18","NDC80"
"SHCBP12",4.91170295400022e-213,0.694502410362253,0.721,0.655,9.82340590800043e-210,"18","SHCBP1"
"KNSTRN1",5.97651030838717e-208,0.396032951259035,0.688,0.489,1.19530206167743e-204,"18","KNSTRN"
"CCNB21",2.24744278531957e-205,0.834692873413596,0.739,0.631,4.49488557063915e-202,"18","CCNB2"
"CKS1B5",1.05040160514812e-197,1.1233980638664,0.869,0.749,2.10080321029625e-194,"18","CKS1B"
"F2R3",3.00658817439201e-196,0.363823111280903,0.809,0.668,6.01317634878402e-193,"18","F2R"
"PCNA2",2.74448310314782e-194,1.29096581002821,0.681,0.489,5.48896620629565e-191,"18","PCNA"
"BUB1B1",1.58888394318115e-193,0.820768776765801,0.707,0.628,3.17776788636231e-190,"18","BUB1B"
"FAM83D1",2.8102057696159e-193,0.303151519647101,0.729,0.587,5.6204115392318e-190,"18","FAM83D"
"KLRC12",5.39591765636292e-191,0.398251786527212,0.75,0.741,1.07918353127258e-187,"18","KLRC1"
"CXCL133",4.75582619366901e-188,1.8364292960383,0.699,0.726,9.51165238733802e-185,"18","CXCL13"
"KIF111",1.14200677182258e-187,1.19418825389715,0.703,0.635,2.28401354364516e-184,"18","KIF11"
"HIST1H1C4",1.28899251911109e-187,1.22809717863702,0.938,0.892,2.57798503822218e-184,"18","HIST1H1C"
"E2F72",6.39535567811989e-185,0.350645956951233,0.735,0.701,1.27907113562398e-181,"18","E2F7"
"HSPA1B7",1.9035978804126e-172,0.543750982035993,0.977,0.949,3.8071957608252e-169,"18","HSPA1B"
"NCAPG1",1.16078221036799e-170,0.82179639393191,0.695,0.621,2.32156442073598e-167,"18","NCAPG"
"MELK1",8.46769602881774e-170,0.43071557915326,0.684,0.522,1.69353920576355e-166,"18","MELK"
"MIR155HG",7.00779869841e-169,0.374786328617946,0.7,0.591,1.401559739682e-165,"18","MIR155HG"
"CKS22",6.31597162775185e-168,0.961243233762502,0.825,0.725,1.26319432555037e-164,"18","CKS2"
"GZMB2",9.36441292782799e-167,0.980702176045643,0.757,0.764,1.8728825855656e-163,"18","GZMB"
"FANCI2",4.61909045436348e-164,0.883683633655656,0.695,0.605,9.23818090872695e-161,"18","FANCI"
"RRM12",7.65755041414899e-160,0.975712261478475,0.722,0.619,1.5315100828298e-156,"18","RRM1"
"CCNE2",4.34893920851873e-158,0.470592798805289,0.677,0.551,8.69787841703746e-155,"18","CCNE2"
"TRAC4",5.35043091029841e-156,1.10505153961067,0.732,0.706,1.07008618205968e-152,"18","TRAC"
"VIM5",1.23320486401001e-153,0.371503869248116,0.97,0.929,2.46640972802003e-150,"18","VIM"
"ANLN2",1.29319558605641e-153,0.469200088036256,0.733,0.609,2.58639117211282e-150,"18","ANLN"
"UBE2T2",2.84213733476269e-153,0.790476254462453,0.686,0.536,5.68427466952538e-150,"18","UBE2T"
"TROAP1",1.08644476272875e-149,0.440442627041849,0.681,0.526,2.1728895254575e-146,"18","TROAP"
"CCNB11",1.5318472419071e-149,0.734196498855453,0.703,0.556,3.06369448381419e-146,"18","CCNB1"
"NCAPH1",1.8413693781681e-147,0.769584286748535,0.686,0.689,3.68273875633621e-144,"18","NCAPH"
"E2F8",3.54925329114166e-146,0.55989363358587,0.65,0.502,7.09850658228331e-143,"18","E2F8"
"MND12",8.27286263128171e-144,0.570697103285305,0.673,0.57,1.65457252625634e-140,"18","MND1"
"SELL6",4.39816048580641e-141,0.315212999785734,0.829,0.763,8.79632097161282e-138,"18","SELL"
"NUF21",6.43632812418531e-140,0.744374777012982,0.696,0.648,1.28726562483706e-136,"18","NUF2"
"CTLA43",5.12174927810175e-139,0.59876841154483,0.732,0.76,1.02434985562035e-135,"18","CTLA4"
"MCM31",8.8740449137483e-134,1.01594261923856,0.64,0.462,1.77480898274966e-130,"18","MCM3"
"CCL44",7.10298013911454e-133,1.26158867251554,0.777,0.789,1.42059602782291e-129,"18","CCL4"
"H2AFX1",2.25477497684838e-131,0.914220868563743,0.674,0.518,4.50954995369676e-128,"18","H2AFX"
"DTYMK2",2.31805094422578e-129,0.732138066830224,0.693,0.544,4.63610188845156e-126,"18","DTYMK"
"CENPM1",1.95295775227576e-128,0.991934363746044,0.669,0.623,3.90591550455152e-125,"18","CENPM"
"DEPDC1B1",8.09186676053215e-128,0.379772913202127,0.653,0.502,1.61837335210643e-124,"18","DEPDC1B"
"MYBL22",5.04573381790533e-127,0.653552795520347,0.649,0.507,1.00914676358107e-123,"18","MYBL2"
"CKAP2L1",7.98750041389224e-124,0.598501339587563,0.649,0.563,1.59750008277845e-120,"18","CKAP2L"
"PRDM16",7.24853292202602e-119,0.646979775192625,0.828,0.79,1.4497065844052e-115,"18","PRDM1"
"FABP53",1.29946926529252e-118,0.938764342184282,0.775,0.757,2.59893853058504e-115,"18","FABP5"
"SPAG51",1.09230786123614e-114,0.355469798324156,0.672,0.588,2.18461572247227e-111,"18","SPAG5"
"KNL11",2.83296064270352e-114,1.07753293345044,0.665,0.632,5.66592128540704e-111,"18","KNL1"
"NCAPD21",1.25083208233704e-112,0.722700059137655,0.675,0.546,2.50166416467407e-109,"18","NCAPD2"
"TK12",5.01362289623609e-109,0.853950097653164,0.694,0.695,1.00272457924722e-105,"18","TK1"
"ESCO22",8.85173172190527e-109,0.684800320984929,0.65,0.589,1.77034634438105e-105,"18","ESCO2"
"RAD51AP12",2.27596405172607e-107,0.645125280562316,0.67,0.622,4.55192810345214e-104,"18","RAD51AP1"
"NEK21",6.01375823652746e-107,0.455985229136509,0.684,0.645,1.20275164730549e-103,"18","NEK2"
"CD76",6.13047290512515e-106,0.718101567824,0.731,0.723,1.22609458102503e-102,"18","CD7"
"CCL35",8.8698408929526e-106,0.739659855015536,0.775,0.736,1.77396817859052e-102,"18","CCL3"
"DHFR2",2.24366988450097e-101,0.82752326468044,0.622,0.496,4.48733976900194e-98,"18","DHFR"
"FBXO5",7.30436899220193e-99,0.748832640530598,0.635,0.531,1.46087379844039e-95,"18","FBXO5"
"INCENP1",1.54741192763069e-98,0.502958489565497,0.66,0.566,3.09482385526138e-95,"18","INCENP"
"FOXM11",2.68518641294923e-98,0.474480573224064,0.655,0.586,5.37037282589846e-95,"18","FOXM1"
"BRCA21",6.51121995623274e-90,0.694715984981704,0.633,0.53,1.30224399124655e-86,"18","BRCA2"
"CIP2A1",7.57721494766549e-88,0.524113073759938,0.645,0.583,1.5154429895331e-84,"18","CIP2A"
"TIGIT4",4.29111710396693e-85,0.785591280929956,0.664,0.701,8.58223420793387e-82,"18","TIGIT"
"CD8A2",7.39960972023736e-85,0.773311149488497,0.678,0.742,1.47992194404747e-81,"18","CD8A"
"CDKN31",3.06654099568123e-84,0.869575587333474,0.641,0.607,6.13308199136247e-81,"18","CDKN3"
"HSPA1A6",8.18496189391663e-79,0.41086879022376,0.977,0.969,1.63699237878333e-75,"18","HSPA1A"
"MCM41",3.24113863050952e-76,0.783374992163862,0.614,0.509,6.48227726101904e-73,"18","MCM4"
"PLK11",4.12372576893648e-76,0.471394422428785,0.644,0.56,8.24745153787295e-73,"18","PLK1"
"MCM61",4.03596745576064e-73,0.770339045013448,0.625,0.531,8.07193491152127e-70,"18","MCM6"
"PIF1",6.74977406363945e-71,0.383502680124725,0.643,0.588,1.34995481272789e-67,"18","PIF1"
"TNFRSF91",3.51997492596377e-70,0.392364327581651,0.637,0.674,7.03994985192754e-67,"18","TNFRSF9"
"RAD511",2.88070740042729e-68,0.284224740495986,0.598,0.5,5.76141480085457e-65,"18","RAD51"
"ATAD51",1.83061729701138e-66,0.795044398995427,0.619,0.58,3.66123459402275e-63,"18","ATAD5"
"SGO21",2.1867206200482e-66,0.746174495029464,0.623,0.59,4.3734412400964e-63,"18","SGO2"
"KIFC11",1.14442180249793e-65,0.577881409966822,0.592,0.484,2.28884360499586e-62,"18","KIFC1"
"PRR111",1.81532553635095e-64,0.535031757878871,0.618,0.575,3.6306510727019e-61,"18","PRR11"
"SGO11",3.07061357725249e-64,0.500566210984429,0.604,0.523,6.14122715450498e-61,"18","SGO1"
"CST74",1.25668068673529e-63,0.66239795553692,0.71,0.796,2.51336137347059e-60,"18","CST7"
"CCDC341",8.15670926205932e-61,0.583203434788629,0.654,0.605,1.63134185241186e-57,"18","CCDC34"
"ODC12",2.43737453335e-60,0.500976903869777,0.719,0.617,4.87474906669999e-57,"18","ODC1"
"GBP45",6.98900900271175e-59,0.518979606727771,0.715,0.667,1.39780180054235e-55,"18","GBP4"
"CIT1",1.63030096344932e-58,0.396987613114116,0.63,0.626,3.26060192689864e-55,"18","CIT"
"CD383",5.50494646935934e-58,0.486371907473848,0.657,0.708,1.10098929387187e-54,"18","CD38"
"CCND26",2.66900108319801e-57,0.560844446935794,0.68,0.656,5.33800216639602e-54,"18","CCND2"
"TACC31",3.62580604666401e-57,0.734232540698812,0.613,0.565,7.25161209332802e-54,"18","TACC3"
"TUBB4B2",1.61120007345057e-55,0.489747362186422,0.735,0.662,3.22240014690114e-52,"18","TUBB4B"
"GBP12",1.98882687759394e-51,0.552350335381837,0.692,0.671,3.97765375518787e-48,"18","GBP1"
"NCAPG21",2.59965801230299e-51,0.627619043082141,0.602,0.584,5.19931602460599e-48,"18","NCAPG2"
"CD8B2",3.0700890470367e-51,0.55240923000042,0.616,0.661,6.14017809407341e-48,"18","CD8B"
"CCNF",3.14443332900156e-50,0.311682834788399,0.566,0.454,6.28886665800312e-47,"18","CCNF"
